publish_status,event_id,color,event_name,event_description,event_start_date,event_start_time,event_end_date,event_end_time,evo_tz,time_ext_type,hide_end_time,event_gmap,yearlong,featured,evo_location_id,location_name,event_location,location_description,location_latitude,location_longitude,location_link,location_img,evo_organizer_id,event_organizer,organizer_description,evcal_org_contact,evcal_org_address,evcal_org_exlink,evo_org_img,evcal_subtitle,learnmore link,image_url,repeatevent,frequency,repeats,repeatby,event_type,event_type_slug,event_type_2,event_type_2_slug,
draft,33841,ffc527,"Hua Hin Bluesfest 2025 at Sirapura Beach Club Hua Hin (Tickets)","???????????????? ???????????? ????????????????!Hua Hin Blues Festival 2025!????????????????????????????????\, ???????????????? ???????????????????????????? ????????????????Announcement of Full Line-Up of artists and musicians coming soon!???????????? Tickets available soon! See you!","01/18/2025","02:00:PM","01/18/2025","11:45:PM","Asia/Bangkok","n",no,no,,no,"10238","SiraBura Beach Resort Hua Don",,"",,,"https://maps.app.goo.gl/C8WBXKg5TFfCxr7NA","Array",,,,,,,,"Bluesfest 2025 at SiraBura Beach Club Hua Hin - ","Ticket Link Here",,no,,"1",,"1829,3990,1827,3764,3997,3987,","Thai Rock","4267,","Music/Gigs Calendar",
publish,33780,4bb5d8,"Ped Bluesman &amp; Friends with  Claude Athaseri at Woodstock Hua Hin","Special Christmas Night Concert with special guest Claude Athaseri. For the finest blues in any style; Traditional\, Memphis\, Delta\, Chicago\, St. Louis or Texas\, you will find it right here every Wednesday and Friday night at Woodstock Hua Hin 9p until midnight. Ped Bluesman is one of the finest guitarists and blues singers in Thailand and his band delivers a spectacular show each and every time they step onto the stage. Blues and R &amp; B. 9:00 pm. Till late!! Woodstock open Tuesday thru Sunday 4p - MidnightClosed every Monday during low seasonReserve your table by direct message or by calling 087-696-3293","12/25/2024","09:00:PM","12/25/2024","11:45:PM","Asia/Bangkok","n",no,no,"no",no,"3761","Woodstock Hua Hin","Hua Hin 88 ,","",,,"https://maps.app.goo.gl/iEVg6m9F3baNjMe58","22499","3762","Woodstock Hua Hin","Woodstock Hua Hin",,"Hua Hin 88 , Hua Hin, Thailand, Prachuap Khiri Khan",,"22499","Ped Bluesman &amp; Friends with Claude Athaseri @ Woodstock Hua Hin - Blues - R&amp;B ",,,no,"weekly","48",,"1829,1827,3764,1833,","Soul band","4267,","Music/Gigs Calendar",
publish,33671,4bb5d8,"Akasha Band at The Beer House Hilton Hua Hin","For yout New Year's Eve dance to the contemporary pop sounds of Akasha Band The Music Starts at 10:00p and goes until 2:00a","12/31/2024","10:00:PM","12/31/2024","11:45:PM","Asia/Bangkok","n",no,no,"no",no,"3960","Beer House Hilton Hua Hin",,"Beer House",,,"https://goo.gl/maps/rPJF95eUnmsXTCbd7","18004","6785","Beer House Hilton Hua Hin","Beer House Hilton",,,,"18004","Akasha Band @ Hilton Beer House - Contemporary Pop and Dance",,https://huahin.localplus.city/wp-content/uploads/sites/5/2023/09/Beer-House-Hilton-Hua-Hin.jpg,no,"custom","36",,"4561,4562,4288,2686,1827,3988,1828,3765,","Rock &amp; Roll","4267,","Music/Gigs Calendar",
publish,33654,4bb5d8,"Time Flies Band at The Beer House Hilton Hua Hin","Dance to the contemporary pop sounds of Time Flies Band The Music Starts at 10:00p and goes until 2:00a","12/24/2024","10:00:PM","12/24/2024","11:45:PM","Asia/Bangkok","n",no,no,"no",no,"3960","Beer House Hilton Hua Hin",,"Beer House",,,"https://goo.gl/maps/rPJF95eUnmsXTCbd7","18004","6785","Beer House Hilton Hua Hin","Beer House Hilton",,,,"18004","Time Flies Band @ Hilton Beer House - Contemporary Pop and Dance",,https://huahin.localplus.city/wp-content/uploads/sites/5/2024/12/Messenger_creation_CDD69B46-7C41-433B-AF30-1B5E1250D50D-1.jpeg,yes,"custom","36",,"4561,4562,4288,2686,1827,3988,1828,3765,","Rock &amp; Roll","4267,","Music/Gigs Calendar",
publish,33646,4bb5d8,"Fusion Head Band at The Beer House Hilton Hua Hin","Dance to the pop &amp; blues rock sounds of Fusion Head Band The Music Starts at 10:00p and goes until 2:00a","12/20/2024","10:00:PM","12/20/2024","11:45:PM","Asia/Bangkok","n",no,no,"no",no,"3960","Beer House Hilton Hua Hin",,"Beer House",,,"https://goo.gl/maps/rPJF95eUnmsXTCbd7","18004","6785","Beer House Hilton Hua Hin","Beer House Hilton",,,,"18004","Fusion Head Band and - Pop, Blues Rock and Dance",,https://huahin.localplus.city/wp-content/uploads/sites/5/2024/12/Messenger_creation_480B4547-904E-4169-94DB-860B4833B9BC.jpeg,yes,"custom","36",,"4561,4562,3990,4288,2686,1827,3988,1828,3765,","Rock &amp; Roll","4267,","Music/Gigs Calendar",
publish,33533,4bb5d8,"Estuary Band at Longlae Market Sam Roi Yot","Come and enjoy the Longlae Night Market in Dolphin Bay Sam Roi Yot Market and listen to Estuary Band Saturday 7p Call 090-928-6874 for more information","08/30/2025","07:00:PM","08/30/2025","11:30:PM","Asia/Bangkok","n",no,yes,"no",no,"4257","Longlae Market Sam Roi Yot",,"Long Lay Market Sam Roi Yot",,,"https://goo.gl/maps/daeg3qk8qqQeaXfp6","18092","4259","Carabao @ Longlae Market","Longlae Market",,,,"18092","Estuary Band @ Longlae Market Sam Roi Yot",,https://huahin.localplus.city/wp-content/uploads/sites/5/2024/12/Messenger_creation_73D993B9-1878-49D2-965C-0989194804DF.jpeg,no,"weekly","111",,"3990,1827,3988,3765,3997,3987,","Thai Rock","4267,","Music/Gigs Calendar",
draft,33442,4bb5d8,"Live Music on the Plaza at Bluport Mall Hua Hin","Experience an exciting night of pop music surrounded by the Christmas tree and holiday lights on the plaza.","12/17/2024","06:00:PM","12/17/2024","10:00:PM","Asia/Bangkok","n",no,yes,"no",no,"5364","Bluport Mall Hua Hin",,"Bluport Mall Hua Hin",,,"https://maps.app.goo.gl/EtMfugFpeRGwpBYC9","Array","5373","Bluport Mall Hua Hin","Bluport Mall Hua Hin",,,,"22254","Live Music in the Plaza @ Bluport Mall Hua Hin - Contemporary Pop ",,,yes,"daily","21",,"1785,3985,1827,3986,3997,3987,","Thai Rock","4267,","Music/Gigs Calendar",
draft,33353,4bb5d8,"The White Canyon Blues at Woodstock Hua Hin","Enjoy the uptempo sound of The White Canyon Blues led by their fine young guitarist Bank play a full array of traditional and Texas style blues music Monday night at 9p Blues and R &amp; B. 9:00 pm. Till late!!Woodstock open Tuesday thru Sunday 4p - MidnightClosed every Monday during low seasonReserve your table : inbox direct message or calling 087-696-3293","05/08/2025","09:00:PM","05/21/2025","11:30:PM","Asia/Bangkok","n",no,yes,"no",no,"3761","Woodstock Hua Hin","Hua Hin 88 ,","",,,"https://maps.app.goo.gl/iEVg6m9F3baNjMe58","22499","3762","Woodstock Hua Hin","Woodstock Hua Hin",,"Hua Hin 88 , Hua Hin, Thailand, Prachuap Khiri Khan",,"22499","The White Canyon Blues @ Woodstock  - Blues - R&amp;B",,,no,"weekly","200",,"1829,1827,3764,","R &amp; B","4267,","Music/Gigs Calendar",
draft,33076,4bb5d8,"Holiday Concerts on the Plaza at Bluport Mall Hua Hin","Experience an exciting night of pop music surrounded by the Christmas tree and holiday lights on the plaza. Holiday Concert Line-up for Bluport Mall31 December - Nginjet\, Jetrin &amp; Jajakkhapat","12/31/2024","07:00:PM","12/31/2024","11:45:PM","Asia/Bangkok","n",no,yes,"no",no,"5364","Bluport Mall Hua Hin",,"Bluport Mall Hua Hin",,,"https://maps.app.goo.gl/EtMfugFpeRGwpBYC9","Array","5373","Bluport Mall Hua Hin","Bluport Mall Hua Hin",,,,"22254","Holiday Concert in the Plaza @ Bluport Mall Hua Hin - Contemporary Pop ",,,no,"custom","1",,"1785,3985,1827,3986,3997,3987,","Thai Rock","4267,","Music/Gigs Calendar",
publish,33002,4bb5d8,"Arthur Husain Performing Memories of Elvis at Market Village Mall Plaza","Special Elvis Tribute by Arthur Husain Wednesday 19 December at 4p in front of Market Village in the Plaza Chang Park Market Village located on Petchkasem Rd","12/19/2024","04:00:PM","12/19/2024","10:00:PM","Asia/Bangkok","n",no,yes,"no",no,"4581","Market Village Mall",,"Market Village Mall",,,"https://maps.app.goo.gl/cVa3myNBPvzgyLSe7","20857","4582","Market Village Mall","Market Village Mall",,,,"20857","Arthur Husain @ Market Village Mall - Elvis Tribute ",,,no,"daily","61",,"3990,1785,1827,3765,4252,1834,","Tribute Band","4267,","Music/Gigs Calendar",
draft,32997,4bb5d8,"Two Stones at Wine About Proper Tea Soi Khao Takiab","Every Monday and Wednesday join the friendly crowd at Wine About Proper Tea for the fabulous acoustic sounds of Two Stones featuring Tor and Don Stone Town. Their acoustic repertoire of musical styles and genres is virtually unlimited. Wine About Proper Tea is a cozy and comfortable Café located on Soi Khao Takiab opposite The Amari Hotel. .","12/11/2024","05:30:PM","12/11/2024","07:30:PM","Asia/Bangkok","n",no,yes,"no",no,"11802","Wine About Proper Tea",,"",,,,"Array",,,,,,,,"Two Stones Band @ Wine About Proper Tea - Acoustic - Blues - Rock - Ballads - Pop",,,yes,"weekly","152",,"1832,3763,3996,1829,3990,3985,4001,1827,3764,1833,3997,","Thai Pop","4267,","Music/Gigs Calendar",
draft,32995,ffc527,"Hua Hin Bluesfest 2025 at SiraBura Beach Club Hua Hin","???????????????? ???????????? ????????????????!Hua Hin Blues Festival 2025!????????????????????????????????\, ???????????????? ???????????????????????????? ????????????????Announcement of Full Line-Up of artists and musicians coming soon!???????????? See you!","01/18/2025","06:00:PM","01/18/2025","11:45:PM","Asia/Bangkok","n",no,no,,no,"10238","SiraBura Beach Resort Hua Don",,"",,,"https://maps.app.goo.gl/C8WBXKg5TFfCxr7NA","Array",,,,,,,,"Bluesfest 2025 at SiraBura Beach Club Hua Hin - ",,,no,,"1",,"1829,3990,1827,3764,3997,3987,","Thai Rock","4267,","Music/Gigs Calendar",
publish,32987,8c8c8c,"Exhibition in Honor of His Majesty the King: "72nd Birthday Anniversary of King Maha Vajiralongkorn"","Exhibition in Honor of His Majesty the King: '72nd Birthday Anniversary of King Maha Vajiralongkorn' The Royal Photographic Foundation of Thailand warmly invites everyone to join us in commemorating His Majesty the King's 72nd Birthday Anniversary through the **'72nd Birthday Anniversary of King Maha Vajiralongkorn' Exhibition**. This event pays tribute to His Majesty's benevolence and tireless dedication to the people of Thailand\, showcasing his royal duties through captivating photographs that highlight his profound connection with his subjects. &nbsp; ???? **Location:** Atrium\, G Floor\, Bluport Hua Hin &nbsp; ???? **Date:** December 10\, 2024 &nbsp;at 1 pm&nbsp; The exhibition also features a photo booth\, where attendees can capture memories\, and a wishing tree station\, where visitors can write messages of loyalty and best wishes to His Majesty the King.&nbsp; The exhibition is open to the public\, offering a unique opportunity to learn more about His Majesty's selfless dedication to the Thai people. We look forward to welcoming you to this extraordinary showcase of historical and cultural significance. ???? &nbsp; ???? **Atrium\, G Floor\, Bluport Hua Hin** &nbsp; ???? **December 10\, 2024** &nbsp; #BluportHuaHin #RoyalExhibition #72ndBirthdayAnniversary #TheRoyalPhotographicFoundationofThailand #CelebrateThroughPhotography #BluportHuaHinExhibition","12/10/2024","01:00:PM","12/10/2024","03:00:PM",,,no,yes,,no,"11241","Bluport Hua Hin","Atruim G Floor Bluport Hua Hin","",,,"https://maps.app.goo.gl/k2JCzUW1x2Si4tYu7?g_st=com.google.maps.preview.copy",,"11240","Bluport Hua Hin","",,"Bluport Hua Hin",,,"Opening Ceremony !!!  Exhibition in Honor of His Majesty the King: &quot;72nd Birthday Anniversary of King Maha Vajiralongkorn&quot;",,https://huahin.localplus.city/wp-content/uploads/sites/5/2024/12/IMG_1834.jpeg,no,,,,"4650,","Photography","4266,","Main Calendar",
publish,32915,4bb5d8,"Urboy &amp; TJ at Chom Chan Night Club","Let's go to a Christmas party???????? on Wednesday 25 December With the concert UrboyTJ The owner of many famous songs\, Hua Hin teenagers must not miss ????Book a table for 600 baht\, get 1 tower of Heineken beer????Admission ticket 300 baht per person????Book first\, have the right to choose a table first????Reserve the right for customers who are 20 years old and up only???? https://line.me/ti/p/sF5bXRp1JQ???? https://line.me/ti/p/WfwlPedOS4???? https://line.me/ti/p/H4D6utHySZ(Click the link to add Line) (Click the link to add Line) https://line.me/ti/p/sF5bXRp1JQhttps://line.me/ti/p/WfwlPedOS4https://line.me/ti/p/H4D6utHySZ(Click the link to add Line) ????0937841077????0837125419????0922864587","12/25/2024","09:00:PM","12/25/2024","11:45:PM","Asia/Bangkok","n",no,no,,no,"4035","Chom Chan Nightclub Hua Hin",,"Chom Chan Nightclub Hua Hin",,,"https://goo.gl/maps/JrRMr1sFP9daiZFe7","18993","4036","Chom Chan Nightclub Hua Hin","Chom Chan Nightclub Hua Hin",,,,"18993","Urboy &amp;TJ @ Chom Chan Night Club - Contemporary Pop",,https://huahin.localplus.city/wp-content/uploads/sites/5/2024/07/FB_IMG_1721869507916.jpg,no,,"1",,"1785,4288,3985,4256,1827,","Music Event","4267,","Music/Gigs Calendar",
draft,32914,4bb5d8,"Kim &amp; Barry at Daddy Deli Hua Hin","A specialChristmasDay show with the amazing Kim &amp; Barry Jazz Duo! Wednesday 25 December 3p - 6p You can make your reservations through FB IG messages or call us at 0654970381 Visit us in our exclusive location in Hin Lek Fai https://maps.app.goo.gl/9MHvftthgJrSShoH6 We are waiting for you in our exclusive location in Hin Lek Fai Make your reservations now through FB IG messages or call us at 0654970381 *Kim &amp; Barry are certified volunteers for Jungle Aid Foundation and will collect any collaborations that the guests want to deliver. We hope you can join us to live a cool and relaxing night out with your friends and family in our exclusive venue in Hin Lek Fai https://maps.app.goo.gl/9MHvftthgJrSShoH6 Make your reservations through FB IG messages or call us at 0654970381 Daddy Deli is a stylish yet cosy country side restaurant serving International and Thai cuisine. Perfect for casual or fine dining open 7 days a week 5p until 11p","12/25/2024","03:00:PM","12/25/2024","06:00:PM","Asia/Bangkok","n",no,no,,no,,,,,,,,,"7254","The Lodge Hua Hin","The Lodge Hua Hin",,,,"25400","Kim &amp; Barry @ Daddy Deli - Jazz",,,no,"weekly","252",,"1832,4288,2686,2157,1827,","Music Event","4267,","Music/Gigs Calendar",
publish,32910,4bb5d8,"Kim &amp; Barry Play The Christmas Fair at Daddy Deli Hua Hin","Hua Hin Christmas Fair with the amazing Kim &amp; Barry Jazz Duo! Stay tuned for the special dates! You can make your reservations through FB IG messages or call us at 0654970381 Visit us in our exclusive location in Hin Lek Fai https://maps.app.goo.gl/9MHvftthgJrSShoH6 We are waiting for you in our exclusive location in Hin Lek Fai Make your reservations now through FB IG messages or call us at 0654970381 *Kim &amp; Barry are certified volunteers for Jungle Aid Foundation and will collect any collaborations that the guests want to deliver. We hope you can join us to live a cool and relaxing night out with your friends and family in our exclusive venue in Hin Lek Fai https://maps.app.goo.gl/9MHvftthgJrSShoH6 Make your reservations through FB IG messages or call us at 0654970381 The Lodge is a stylish yet cosy country side restaurant serving International and Thai cuisine. Perfect for casual or fine dining open 7 days a week 5p until 11p","12/05/2024","11:00:PM","12/05/2024","04:00:PM","Asia/Bangkok","n",no,no,,no,"11235","Daddy Deli Hua Hin",,"",,,"https://maps.app.goo.gl/t14HSkmPbGCYzMv16","Array",,,,,,,,"Kim &amp; Barry @ Daddy Deli",,,no,"weekly","252",,"1832,2157,1827,","Music Event","4267,","Music/Gigs Calendar",
publish,32748,4bb5d8,"Martini Duo at Red Bar","Sit back with a frosty beverage and groove with the acoustic sounds of Martini Duo playing all your favorite songs from the 70's thru the 2000's every Monday 9p until 11:30p The Red Bar is place great ace to go for a have a drink\, hear music or meet with friends. Open 7 days a week noon until 1:00a Located on the corner of Soi Bintabaht and Selakam Rd in heart of the Bintabaht Entertainment District.","03/31/2025","09:00:PM","03/31/2025","11:45:PM","Asia/Bangkok","n",no,no,"no",no,"4031","Red Bar",,"Red Bar",,,"https://goo.gl/maps/z7ZXTtCCgwzWsJUo8","18563","4032","Red Bar","Red Bar",,,,"18563","Martini Duo at Red Bar - Rock - Contemporary Pop ",,https://huahin.localplus.city/wp-content/uploads/sites/5/2024/12/FB_IMG_1733188137574.jpg,yes,"weekly","212",,"1832,3990,3985,1827,3988,3764,3975,1833,","Soul band","4267,","Music/Gigs Calendar",
publish,32741,4bb5d8,"Benefit for the Southern Flood Victims at Baan Khun Por Food Court","At the event you will find musical performances from Hua Hin musicians and artists. All proceeds are donated to help southern flood victims. December 10 at 6p. Let's come to join together. Sponsored by The Hua Hin Musicians Club and Baan Khun Por. Music performance Schedule:6p - 6:30p SafeZone Band6:45p - 7:15p KoHin Band7:30p - 8p Wong Gan Bantheon Band8:15p - 8:45p Sompoht Band9p - 9:30p Young Spirit9:45p - 10:45p Knock Down Band They rock...they Funk and they play some of the finest I-saan Dance music in all of Hua Hin. Don't miss live music at Baan Khun Por every night 7:30p - 11:30p Baan Khun Por Food Court features some of the finest bands and music in Thailand as well as foods from every region of the country in an outdoor covered roof environment. Located on Soi 88 and Soi Railway West. Open 7 days a week 3p until midnight","12/10/2024","07:30:PM","12/10/2024","11:30:PM","Asia/Bangkok","n",no,yes,"no",no,"4870","Baan Khun Por Food Court",,"Baan Khun Por Food Court",,,"https://maps.app.goo.gl/AD8396Q8wNZj6H9f8","Array","4871","Baan Khun Por Food Court","Baan Khun Por Food Court",,,,"21086","Benefit for Southern Flood Victims @ Baan Khun Por Food Court - Thai Pop - Rock - I-saan Dance Music",,,no,"daily","365",,"1785,3985,4256,1827,3997,3987,","Thai Rock","4267,","Music/Gigs Calendar",
publish,32729,e019e0,"New Year's Eve","Celebrate the arrival of 2025 at Anantasila Beach Resort! Join us for an unforgettable evening of laughter\, music\, and festive celebrations by the beach! Reservation is highly recommended.&nbsp; Event highlights: Delicious International buffet with live carving and grill station: premium steaks\, whole roasted pig and fresh seafood Signature welcome drink Live entertainment: cabaret show\, traditional Thai dancing performance\, live music Spectacular fireworks by the beach Date: Tuesday\, 31 December 2024 Time: 19:30 onwards Place: Anantasila Beach Resort Hua Hin Price: THB 5\,950 per adult&nbsp; THB 2\,975 per child (6-12 years old)\, kids below 6 years old are free of charge &nbsp; For more information\, or reservation please contact: 0816488364 events@anantasila.com","12/31/2024","07:30:PM","12/31/2024","04:00:PM",,,yes,yes,,no,"4314","Anantasila Beach Resort Hua Hin",,"Anantasila Beach Resort Hua Hin",,,"https://maps.app.goo.gl/spQQqKiQPfBj1JX98","Array","4315","Anantasila Beach Resort Hua Hin","Anantasila Beach Resort Hua Hin",,,"https://anantasila.com/","29928","New Year&#039;s Eve at Anantasila Beach Resort ",,https://huahin.localplus.city/wp-content/uploads/sites/5/2024/12/New-Year-2025_2500x1310_ART.jpg,no,,,,"2162,","New Years Eve","4008,4266,4267,","Music/Gigs Calendar",
draft,32654,4bb5d8,"DJ Green at Calypso Bar and Bistro","It's Ladies Night!!! Come and groove to the music every Sunday night with DJ Green 8:30","12/07/2024","08:30:PM","12/07/2024","11:30:PM","Asia/Bangkok","n",no,no,,no,"3946","Calypso Bar &amp;amp; Bistro Hua Hin",,"Calypso Bar Soi 94",,,"https://goo.gl/maps/veRiWbFBzcsXFXpHA","17865","4322","Calypso Bar &amp;amp; Bistro Soi 94","",,,,"17865","DJ Green @ Calypso Bar and Bistro  - Ladies Night",,,yes,"weekly","221",,"4288,2686,3999,1827,4030,","Techno","4267,","Music/Gigs Calendar",
